temp,Humidity,Pressure (millibars)
9.43888888888889,0.96,1017.23
11.4388888888889,0.96,1016.17
11.3944444444444,0.96,1016.25
11.5277777777778,0.96,1016.13
11.95,0.93,1016.17
11.9722222222222,1,1016.45
12.6333333333333,0.96,1016.94
12.7555555555556,0.96,1017.06
13.8444444444444,0.9,1017.45
13.1722222222222,0.94,1017.77
15.0666666666667,0.86,1017.73
17.2444444444444,0.75,1017.53
16.3166666666667,0.76,1017.31
17.3833333333333,0.74,1016.82
15.2722222222222,0.76,1016.6
17.4555555555556,0.72,1016.39
16.2222222222222,0.77,1016.33
15.0833333333333,0.82,1016.52
13.9944444444444,0.88,1016.81
12.1722222222222,0.92,1017.34
11.0888888888889,0.95,1017.54
11.0944444444444,0.95,1017.43
9.88333333333333,0.96,1017.65
9.35555555555556,0.96,1017.56
9.86111111111111,0.96,1016.16
8.27222222222222,0.99,1017.16
8.86666666666667,0.96,1017.15
8.81666666666667,0.96,1017.28
7.15555555555556,1,1017.15
8.85,0.99,1017.36
11.1777777777778,0.93,1017.7
12.3888888888889,0.98,1017.72
14.1444444444444,0.88,1017.82
17.1,0.72,1017.77
18.9388888888889,0.64,1017.3
17.9166666666667,0.68,1016.9
19.9833333333333,0.53,1016.4
20.0722222222222,0.62,1015.9
20.0722222222222,0.56,1015.29
20.0833333333333,0.58,1014.9
19.0888888888889,0.63,1014.68
17.45,0.62,1014.78
15.5666666666667,0.74,1015.04
12.4944444444444,0.91,1015.51
12.2444444444444,0.89,1015.72
11.4166666666667,0.92,1015.79
10.5555555555556,0.95,1015.83
10.4666666666667,0.93,1015.95
10.25,0.95,1017.13
9.35555555555556,0.96,1015.82
8.31111111111111,0.96,1015.82
8.81111111111111,0.96,1015.89
8.73333333333333,0.93,1015.83
11.9333333333333,0.93,1016.12
14.5166666666667,0.84,1016.23
18.7333333333333,0.68,1016.23
20.0277777777778,0.6,1016.38
21.0388888888889,0.55,1016.66
20.7388888888889,0.46,1016.58
22.3166666666667,0.48,1016.27
22.1111111111111,0.5,1015.96
22.7333333333333,0.38,1015.34
22.7777777777778,0.37,1014.7
21.2166666666667,0.41,1015.2
20.1833333333333,0.45,1014.87
18.0111111111111,0.68,1014.78
17.4222222222222,0.65,1015.54
13.9611111111111,0.82,1016.01
13.2888888888889,0.89,1016.52
12.3222222222222,0.89,1016.96
11.1166666666667,0.95,1017.04
10.5333333333333,0.95,1017.33
12.3833333333333,0.8,1019.59
9.86111111111111,0.96,1017.25
8.87222222222222,0.95,1017.42
8.67222222222222,0.94,1017.74
7.68888888888889,1,1018.13
10.9111111111111,0.99,1018.62
14.8388888888889,0.82,1019.08
18.8,0.65,1019.11
21.0944444444444,0.49,1019.5
22.0277777777778,0.49,1019.86
22.8277777777778,0.47,1019.79
22.9166666666667,0.37,1019.47
23.9166666666667,0.37,1019.25
23.9111111111111,0.4,1018.89
23.9333333333333,0.37,1018.6
23.9166666666667,0.32,1018.67
22.8222222222222,0.44,1018.59
21.2277777777778,0.48,1018.67
19.0777777777778,0.51,1019.22
17.0611111111111,0.63,1019.88
14.9055555555556,0.72,1019.91
13.0833333333333,0.87,1020.02
12.7111111111111,0.89,1020.11
12.1277777777778,0.89,1020.12
11.8111111111111,0.84,1018.38
12.0166666666667,0.8,1019.91
12.0444444444444,0.8,1020.03
10.6277777777778,0.86,1020.39
9.91111111111111,0.99,1020.6
12.5555555555556,0.9,1020.81
15.0055555555556,0.78,1021.01
17.3388888888889,0.74,1020.94
19.1,0.67,1020.66
21.2611111111111,0.57,1020.53
22.4111111111111,0.54,1020.16
22.9388888888889,0.5,1019.95
23.9277777777778,0.47,1019.43
23.9611111111111,0.47,1018.97
23.9611111111111,0.38,1018.28
23.1111111111111,0.42,1017.97
22.8222222222222,0.44,1017.68
21.1111111111111,0.47,1017.89
18.1888888888889,0.58,1017.96
16.0166666666667,0.72,1018.31
15.4666666666667,0.72,1018.6
14.6055555555556,0.76,1018.65
13.3111111111111,0.82,1018.44
12.7333333333333,0.83,1018.23
13.7888888888889,0.77,1014.58
10.5777777777778,0.88,1018.11
10.4833333333333,0.92,1017.73
10.2888888888889,0.91,1017.7
9.97222222222222,0.92,1017.62
13.6388888888889,0.9,1017.54
16.7388888888889,0.74,1017.7
18.8388888888889,0.65,1017.78
21.1611111111111,0.59,1017.3
22.5888888888889,0.53,1017.19
22.8944444444444,0.48,1016.68
24.0055555555555,0.47,1016.08
24.0055555555555,0.35,1015.62
23.9777777777778,0.44,1014.86
25.0444444444444,0.32,1013.97
24.0777777777778,0.35,1013.39
22.3833333333333,0.45,1013.18
21.2055555555556,0.52,1013.21
18.2611111111111,0.62,1013.75
17.2,0.67,1014.13
15.9944444444444,0.75,1014.13
15.9611111111111,0.79,1014.06
15.4444444444444,0.72,1013.92
14.3722222222222,0.75,1013.82
13.6055555555556,0.9,1012.67
12.8222222222222,0.82,1013.04
12.75,0.83,1013.03
11.4166666666667,0.92,1012.98
12.3333333333333,0.86,1012.83
14.9055555555556,0.78,1013.03
15.8944444444444,0.74,1013.13
17.2277777777778,0.72,1013.13
17.8277777777778,0.73,1013.1
17.9166666666667,0.72,1013.17
19.0555555555556,0.67,1013
20.1444444444444,0.67,1012.69
20.2611111111111,0.62,1012.54
21.2055555555556,0.62,1011.87
21.2555555555556,0.67,1011.19
20.2333333333333,0.66,1011.17
19.0777777777778,0.71,1011.08
17.9444444444444,0.77,1011.28
15.4944444444444,0.82,1012.08
14.1444444444444,0.89,1012.64
14.5388888888889,0.86,1012.79
14.1388888888889,0.86,1012.79
13.4,0.9,1012.56
13.4277777777778,0.9,1012.8
11.5888888888889,0.74,1009.9
14.4222222222222,0.83,1011.91
13.9166666666667,0.86,1011.72
13.4,0.9,1011.51
13.8666666666667,0.9,1011.51
14.9055555555556,0.84,1011.6
15.9333333333333,0.74,1011.59
17.1277777777778,0.65,1011.41
18.75,0.58,1011.2
18.9611111111111,0.6,1011.25
19.9944444444444,0.54,1010.98
21.1111111111111,0.5,1010.48
21.0944444444444,0.46,1010.24
21.1777777777778,0.43,1009.55
21.2277777777778,0.41,1009.04
20.1,0.45,1008.55
19.0277777777778,0.51,1008.17
17.85,0.59,1008.46
16.2611111111111,0.66,1008.94
14.9833333333333,0.72,1009.55
14.4666666666667,0.65,1009.57
13.9444444444444,0.6,1009.53
12.3166666666667,0.65,1009.56
11.7611111111111,0.66,1009.47
10.8277777777778,0.62,1011.18
10.1388888888889,0.73,1009.25
10.6277777777778,0.71,1008.87
10.6055555555556,0.69,1008.82
10.0722222222222,0.71,1008.84
11.1611111111111,0.71,1009.07
12.8888888888889,0.67,1009.23
15.05,0.6,1009.25
15.1611111111111,0.59,1009.44
16.2722222222222,0.56,1009.76
17.8,0.46,1009.34
17.9388888888889,0.46,1009.14
18.8555555555556,0.41,1009.01
17.9888888888889,0.43,1008.83
17.9611111111111,0.51,1008.43
17.3611111111111,0.47,1008.7
16.25,0.52,1009.03
14.1222222222222,0.47,1009.42
12.95,0.55,1010.18
12.2444444444444,0.52,1010.85
11.6888888888889,0.57,1011.08
11.1555555555556,0.59,1011.22
9.21666666666667,0.9,1014.24
8.68333333333333,0.9,1014.73
9.18888888888889,0.77,1013.46
8.59444444444444,0.93,1014.81
7.50555555555555,0.93,1014.35
6.21666666666667,0.95,1014.42
5.85555555555556,0.93,1014.35
5.93333333333333,1,1014.55
10.4055555555556,1,1014.91
12.5444444444444,0.78,1014.44
13.8611111111111,0.77,1014.52
15.9777777777778,0.63,1014.75
17.2666666666667,0.57,1014.41
17.8444444444445,0.5,1014.02
16.4277777777778,0.54,1013.55
17.7777777777778,0.46,1013.02
17.8444444444445,0.45,1011.95
17.3,0.5,1012.11
15.1833333333333,0.65,1012.13
13.0055555555556,0.7,1012.52
12.6944444444444,0.74,1013.08
12.1944444444444,0.72,1013.35
12.0833333333333,0.71,1013.19
10.6166666666667,0.74,1013.54
11.6,0.57,1011.68
11.0222222222222,0.6,1011.79
11.8888888888889,0.6,1013.76
10.4166666666667,0.64,1011.39
10.3,0.67,1011.42
9.48333333333333,0.72,1011.65
9.77222222222222,0.68,1011.83
10.9333333333333,0.67,1012.42
11.6555555555556,0.66,1012.96
13.9388888888889,0.55,1012.97
15.0277777777778,0.54,1013.36
16.0388888888889,0.47,1013.41
15.2277777777778,0.51,1013.34
16.2055555555556,0.44,1013.62
17.3,0.43,1013.28
17.7777777777778,0.43,1012.98
17.8,0.38,1012.5
17.2611111111111,0.39,1012.61
17.2,0.38,1012.88
15.0222222222222,0.45,1012.98
13.9277777777778,0.47,1013.73
12.3666666666667,0.57,1014.17
12.2944444444444,0.59,1014.46
12.7888888888889,0.56,1014.45
9.53333333333333,0.76,1013.49
9.97222222222222,0.71,1013.41
4.91111111111111,0.91,1015.4
7.91666666666667,0.78,1013.19
7.38333333333333,0.82,1012.8
7.97222222222222,0.82,1013.1
8.81666666666667,0.84,1013.14
8.79444444444444,0.84,1013.64
7.88888888888889,0.89,1014.12
7.8,0.96,1014.48
7.82222222222222,0.95,1014.97
7.94444444444444,0.95,1015.66
8.07777777777778,0.94,1015.89
10.2277777777778,0.81,1015.69
11.3611111111111,0.74,1015.59
12.45,0.7,1015.24
12.9166666666667,0.67,1014.77
12.55,0.62,1014.73
12.3833333333333,0.69,1014.49
10.2277777777778,0.75,1014.7
9.22777777777778,0.78,1015.38
7.82777777777778,0.87,1015.81
6.67777777777778,0.91,1015.89
6.12222222222222,0.91,1015.9
5.32777777777778,0.95,1015.92
4.35555555555556,0.95,1015.89
9.27222222222222,0.89,1007.55
4.26111111111111,0.92,1015.21
3.21666666666667,0.92,1015.18
3.90555555555556,0.92,1014.89
2.71111111111111,0.96,1014.29
3.81666666666666,1,1014.35
6.88333333333333,0.93,1014
8.93888888888889,0.88,1013.53
11.2055555555556,0.79,1013.05
12.85,0.7,1012.74
13.9611111111111,0.63,1011.92
14.9777777777778,0.51,1010.87
14.0277777777778,0.57,1009.99
15.0222222222222,0.51,1008.85
15.0444444444444,0.54,1007.74
15.0888888888889,0.5,1007.07
14.95,0.51,1006.26
13.8166666666667,0.59,1005.77
12.9166666666667,0.64,1005.19
13.8388888888889,0.59,1004.85
12.7555555555556,0.69,1005.49
12.65,0.74,1005.64
11.6888888888889,0.8,1005.45
10.6277777777778,0.88,1005.65
5.66666666666667,0.91,1012.87
10.05,0.92,1006.34
9.97777777777778,0.93,1006.47
9.77777777777778,0.95,1007.16
8.66111111111111,0.99,1007.18
7.55,0.95,1007.86
7.23333333333334,0.93,1008.4
6.04444444444445,0.92,1008.86
6.09444444444444,0.85,1009.1
6.11666666666667,0.82,1010.06
6.06666666666667,0.86,1010.67
6.03888888888889,0.93,1011.06
6.88888888888889,0.93,1011.03
7.06111111111111,0.86,1011.14
6.03888888888889,0.93,1011.61
6.07222222222222,0.93,1011.86
5.04444444444444,0.93,1011.93
5.02222222222222,0.92,1012.4
5.03333333333334,0.93,1013.23
5,0.93,1013.8
4.97777777777778,0.93,1014.08
4.93333333333333,0.87,1013.96
4.46666666666667,0.92,1013.9
4.44444444444444,0.92,1014.39
4.01111111111111,0.83,1016.82
4.90555555555556,0.86,1014.18
4.88333333333333,0.83,1014.27
4.38888888888889,0.89,1014.14
4.83888888888889,0.86,1014.11
4.81111111111111,0.83,1014.41
4.94444444444444,0.84,1014.9
7.2,0.65,1014.98
7.77777777777778,0.67,1014.97
8.72777777777778,0.64,1015.52
8.98333333333333,0.57,1015.64
10,0.5,1015.72
10.0944444444444,0.55,1015.47
11.0611111111111,0.46,1015.24
10.1388888888889,0.42,1015.14
11.0111111111111,0.42,1015.13
10.1166666666667,0.49,1015.39
7.91666666666667,0.57,1015.7
7.33333333333334,0.63,1016.2
5.05,0.75,1016.83
3.93333333333333,0.76,1017.12
4.09444444444444,0.77,1017.38
3.8,0.82,1017.32
2.68888888888889,0.85,1017.42
5.06666666666667,0.81,1018.24
2.6,0.85,1017.33
1.58333333333333,0.92,1017.53
2.15555555555556,0.9,1017.7
0.955555555555555,0.92,1017.84
0.955555555555555,0.92,1018.13
5.59444444444445,0.82,1018.47
9.82222222222222,0.66,1018.32
11.0722222222222,0.54,1018.59
11.0555555555556,0.48,1018.68
12.2444444444444,0.43,1018.49
12.85,0.41,1018.38
12.8888888888889,0.38,1018.35
12.9166666666667,0.4,1017.58
13.8888888888889,0.46,1017.37
13.0222222222222,0.48,1017.37
12.3833333333333,0.49,1017.24
10.2055555555556,0.57,1017.45
9.14444444444445,0.62,1017.83
7.82777777777778,0.68,1018.17
7.73333333333333,0.65,1018.28
7.14444444444444,0.69,1018.37
6.01666666666667,0.74,1018.39
5.46111111111111,0.76,1018.49
8.24444444444445,0.72,1015.16
3.83888888888889,0.82,1018.18
2.24444444444444,0.91,1018.29
2.02222222222222,0.93,1018.28
2.17222222222222,0.92,1018.08
3.66111111111111,0.89,1018.6
6.11111111111111,0.79,1018.66
10.0055555555556,0.66,1018.38
12.2444444444444,0.52,1018.46
12.9388888888889,0.5,1018.34
13.9833333333333,0.5,1017.86
15.0944444444444,0.44,1017.26
16.25,0.43,1016.76
17.2666666666667,0.41,1016.04
17.2888888888889,0.38,1015.06
17.3888888888889,0.37,1014.68
17.2888888888889,0.38,1014.36
15.0888888888889,0.44,1014.16
11.7111111111111,0.58,1014.36
11.1611111111111,0.61,1014.6
10.0277777777778,0.68,1014.69
10.1388888888889,0.65,1014.51
21.0166666666667,0.87,1012.02
19.4444444444444,0.9,1012.22
20.7222222222222,0.81,1008.65
18.7944444444444,0.93,1012.11
17.7333333333333,0.93,1011.63
17.6055555555556,0.95,1011.84
18.7333333333333,0.93,1011.81
22.5555555555556,0.8,1011.72
24.7611111111111,0.7,1011.86
27.1722222222222,0.56,1011.67
28.9111111111111,0.55,1011.27
30.9555555555556,0.42,1011.07
32.1722222222222,0.38,1010.47
32.1277777777778,0.32,1010.07
31.9833333333333,0.35,1009.69
32.5388888888889,0.38,1008.95
31.9777777777778,0.4,1008.2
32.0111111111111,0.41,1007.57
30.9444444444444,0.39,1007.1
28.5722222222222,0.5,1007.04
27.0944444444444,0.59,1007.03
24.6944444444444,0.65,1006.95
24.1388888888889,0.7,1007.07
23.1222222222222,0.77,1007.62
15.5611111111111,0.92,1011.53
15.4944444444444,0.87,1011.34
16.5388888888889,0.91,1008.66
13.8,0.9,1011.04
13.3166666666667,0.9,1011.12
12.6055555555556,0.92,1010.9
12.3277777777778,0.93,1011.54
14.9666666666667,0.87,1010.85
16.2611111111111,0.87,1010.89
16.25,0.92,1010.93
18.8888888888889,0.89,1010.64
21.35,0.76,1010.56
21.2055555555556,0.76,1010.5
22.3388888888889,0.72,1010.09
23.0333333333333,0.66,1009.62
23.9111111111111,0.62,1008.8
24.9777777777778,0.51,1008.39
23.8,0.58,1007.71
23.5944444444444,0.53,1007.66
22.5055555555556,0.68,1007.66
20.0166666666667,0.78,1007.6
19.9111111111111,0.74,1007.87
19.3555555555556,0.76,1008.35
17.8833333333333,0.85,1008.32
17.25,0.89,1008.16
16.6277777777778,0.92,1008.15
15.8444444444444,0.84,1009.37
17,0.92,1008.06
17.0666666666667,0.86,1007.86
16.5055555555556,0.79,1008.06
14.9833333333333,0.83,1007.87
16.0222222222222,0.81,1007.98
16.1611111111111,0.81,1008.07
18.8444444444444,0.68,1007.86
21.1166666666667,0.68,1007.95
22.5055555555556,0.62,1008.2
23.7944444444444,0.54,1007.95
23.8888888888889,0.51,1008.03
25.8333333333333,0.44,1008.03
25.9277777777778,0.43,1007.73
25,0.42,1007.71
24.9444444444444,0.43,1007.73
24.9277777777778,0.45,1007.81
22.8,0.51,1008.02
19.3388888888889,0.7,1008.55
17.8055555555556,0.78,1008.62
17.7833333333333,0.75,1008.73
16.4888888888889,0.79,1009.41
15.6944444444444,0.83,1009.79
15.6277777777778,0.81,1009.69
16.2111111111111,0.93,1007.41
15.5777777777778,0.84,1009.61
15.5777777777778,0.81,1009.32
15.6055555555556,0.81,1009.37
15.05,0.83,1009.14
17.0666666666667,0.73,1009.12
17.4833333333333,0.72,1009.19
17.6666666666667,0.71,1009.19
18.8,0.69,1008.99
19.6833333333333,0.67,1008.93
18.8222222222222,0.78,1008.11
20,0.77,1007.52
21.15,0.72,1007.29
23.6555555555555,0.67,1006.83
23.6166666666667,0.6,1006.16
23.8166666666667,0.62,1005.9
22.0388888888889,0.7,1005.65
19.95,0.7,1006.32
18.9222222222222,0.8,1006.71
17.2666666666667,0.88,1007.17
16.1777777777778,0.9,1007.38
15.8333333333333,0.93,1007.32
16.7333333333333,0.93,1007.28
16.7111111111111,0.97,1006.86
16.2666666666667,0.97,1009.54
16.1388888888889,0.97,1007.4
16.0888888888889,0.97,1006.87
15.5555555555556,0.96,1007.66
14.5166666666667,1,1007.73
17.0888888888889,0.99,1007.8
17.6666666666667,0.96,1008.39
19.7944444444444,0.85,1008.32
22.0166666666667,0.74,1008.71
21.1388888888889,0.73,1009.28
21.0444444444444,0.73,1009.72
18.9388888888889,0.89,1010.77
18.9166666666667,0.9,1010.97
20.05,0.78,1010.28
21.0666666666667,0.73,1009.53
20.05,0.78,1009.78
20,0.83,1009.83
18.8666666666667,0.9,1010.18
17.9555555555556,0.96,1010.43
17.7111111111111,0.97,1010.09
17.7333333333333,0.93,1009.92
16.7944444444444,0.97,1010.08
16.6666666666667,0.97,1010.49
16.1611111111111,0.97,1010.1
17.0111111111111,0.91,1013.23
16.1166666666667,0.97,1010.3
16.1166666666667,0.97,1010.48
15.5555555555556,0.96,1010.86
14.0055555555556,1,1010.7
16.1166666666667,0.93,1011.39
